sentence,condition,cleaned_sentence,label
"HRH Prince Pavle of Yugoslavia (April 27, 1893, Saint Petersburg, Russia – September 11, 1976, Paris, France) of the Royal House of Karadjordjevic was regent of Yugoslavia for his nephew, His Majesty King Peter II.",TSR,"hrh prince pavle of yugoslavia (april 27, 1893, saint petersburg, russia – september 11, 1976, paris, france) of the royal house of karadjordjevic was regent of yugoslavia for his nephew, his majesty king peter ii.",1
"In 1736 he created the Union Fire Company, the first volunteer firefighting company in America.",TSR,"in 1736 he created the union fire company, the first volunteer firefighting company in america.",1
"John Davison Rockefeller (July 8, 1839 ? May 23, 1937) was an American capitalist most known for his role in the early petroleum industry and the founding of Standard Oil (ExxonMobil is the largest of its descendants).",TSR,"john davison rockefeller (july 8, 1839 ? may 23, 1937) was an american capitalist most known for his role in the early petroleum industry and the founding of standard oil (exxonmobil is the largest of its descendants).",1
"He was first elected to the state legislature in 1811 and served as a colonel of volunteers in the Creek War, and was then elected to the United States House of Representatives.",TSR,"he was first elected to the state legislature in 1811 and served as a colonel of volunteers in the creek war, and was then elected to the united states house of representatives.",1
She was a researcher and reporter at the breakfast televsion company TV AM [1983 to 1985].,TSR,she was a researcher and reporter at the breakfast televsion company tv am [1983 to 1985].,1
"Dame Elizabeth Taylor, DBE, (born February 27, 1932) is an Academy Award winning Anglo-American actress.",TSR,"dame elizabeth taylor, dbe, (born february 27, 1932) is an academy award winning anglo-american actress.",1
"Katharine Houghton Hepburn (May 12, 1907 – June 29, 2003) was an iconic star of American film, television and stage, widely recognized for her sharp wit, New England gentility and fierce independence.",TSR,"katharine houghton hepburn (may 12, 1907 – june 29, 2003) was an iconic star of american film, television and stage, widely recognized for her sharp wit, new england gentility and fierce independence.",1
"After high school, Hanks attended Chabot College in Hayward, California and transferred to California State University, Sacramento where he studied theatre.",TSR,"after high school, hanks attended chabot college in hayward, california and transferred to california state university, sacramento where he studied theatre.",1
"Garrett Birkhoff (January 19, 1911 - November 22, 1996) was an American mathematician who was born in Princeton, New Jersey, USA and died on November 22,1996 in Water Mill, New York, USA.",TSR,"garrett birkhoff (january 19, 1911 - november 22, 1996) was an american mathematician who was born in princeton, new jersey, usa and died on november 22,1996 in water mill, new york, usa.",1
Dorothy attended Miss Porter's School and earned a B.A. from Boston College in 1982.,TSR,dorothy attended miss porter's school and earned a b.a. from boston college in 1982.,1
"On August 10, 2002 she married Nicolas Cage, someone well-known for his Elvis-obsession.",TSR,"on august 10, 2002 she married nicolas cage, someone well-known for his elvis-obsession.",1
"Krist Anthony Novoselic (born May 16, 1965, Compton, California) is an American rock musician best known for being the bassist for Nirvana.",TSR,"krist anthony novoselic (born may 16, 1965, compton, california) is an american rock musician best known for being the bassist for nirvana.",1
He published his autobiography in 1913.,TSR,he published his autobiography in 1913.,1
"He directed the preparation of the star-maps of the Berlin Academy (1830–1859), edited from 1830 and greatly improved the Astronomisches Jahrbuch, and issued four volumes of the Astronomische Beobachtungen of the Berlin observatory (1840–1857).",TSR,"he directed the preparation of the star-maps of the berlin academy (1830–1859), edited from 1830 and greatly improved the astronomisches jahrbuch, and issued four volumes of the astronomische beobachtungen of the berlin observatory (1840–1857).",1
She was Head of Press and Public Relations at Lambeth Council [1986 to 1987].,TSR,she was head of press and public relations at lambeth council [1986 to 1987].,1
"He attended Florida State Normal and Industrial College and received an LLB from Stetson University, after which he enlisted in the Marine Corps.",TSR,"he attended florida state normal and industrial college and received an llb from stetson university, after which he enlisted in the marine corps.",1
"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",TSR,"robert strange mcnamara (born june 9, 1916) is an american business executive and a former united states secretary of defense.",1
"He entered print media in 1989 with a column in The Cincinnati Post, then in 1994 resurfaced nationally in television as a host and researcher for the cable channel American Movie Classics, where he introduced and presented backgounds of classic movies, along with Bob Dorian.",TSR,"he entered print media in 1989 with a column in the cincinnati post, then in 1994 resurfaced nationally in television as a host and researcher for the cable channel american movie classics, where he introduced and presented backgounds of classic movies, along with bob dorian.",1
"She married Joseph P. Kennedy, Sr. on October 7, 1914, after a courtship of more than 7 years, and they lived in nearby Brookline, in a house that is now a national historic landmark.",TSR,"she married joseph p. kennedy, sr. on october 7, 1914, after a courtship of more than 7 years, and they lived in nearby brookline, in a house that is now a national historic landmark.",1
"Edward George Bulwer-Lytton, 1st Baron Lytton (May 25, 1803–January 18, 1873) was an English novelist, playwright, and politician.",TSR,"edward george bulwer-lytton, 1st baron lytton (may 25, 1803–january 18, 1873) was an english novelist, playwright, and politician.",1
"Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.",TSR,"born in los angeles, california, he is the son of italian-american actress talia shire and jack schwartzman, who is of jewish descent.",1
"Frank Charles Carlucci III (born October 18, 1930) was a government official in the United States, associated with the Republican Party.",TSR,"frank charles carlucci iii (born october 18, 1930) was a government official in the united states, associated with the republican party.",1
"His application to Yale Divinity School was rejected, and he graduated from Crozer Theological Seminary in Chester, Pennsylvania [1] with a Bachelor of Divinity in 1951.",TSR,"his application to yale divinity school was rejected, and he graduated from crozer theological seminary in chester, pennsylvania [1] with a bachelor of divinity in 1951.",1
Reynolds was inexperienced and did not know how to tap dance.,TSR,reynolds was inexperienced and did not know how to tap dance.,1
"Clampett worked for a time at Screen Gems as a writer and gagman, but in 1949, he turned his attentions to television where he created the famous puppet show Time for Beany.",TSR,"clampett worked for a time at screen gems as a writer and gagman, but in 1949, he turned his attentions to television where he created the famous puppet show time for beany.",1
Samuel Adams (5 June 1805 - 27 February 1850) was a Democratic Governor of the State of Arkansas.,TSR,samuel adams (5 june 1805 - 27 february 1850) was a democratic governor of the state of arkansas.,1
"She is married to cinematographer Christopher Duddy (married December 31, 1996 – present).",TSR,"she is married to cinematographer christopher duddy (married december 31, 1996 – present).",1
He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,he also created the defense intelligence agency and the defense supply agency.,1
She was married to Academy Award-winning actor Nicolas Cage from 1995 until 2001.,TSR,she was married to academy award-winning actor nicolas cage from 1995 until 2001.,1
"Between 1954 and 1956, Gail Davis starred as the Western sharpshooter, Annie Oakley in the Annie Oakley television series on the ABC network.",TSR,"between 1954 and 1956, gail davis starred as the western sharpshooter, annie oakley in the annie oakley television series on the abc network.",1
"During the summer of 1970, she was awarded a grant to work at the Children's Defense Fund in Cambridge, Massachusetts.",TSR,"during the summer of 1970, she was awarded a grant to work at the children's defense fund in cambridge, massachusetts.",1
Ball however was elected to the Senate for the same seat in 1942.,TSR,ball however was elected to the senate for the same seat in 1942.,1
"In 1960, Dole was elected as a Republican to the United States House of Representatives for the 87th Congress and to three succeeding Congresses, spanning from January 3, 1961 to January 3, 1969.",TSR,"in 1960, dole was elected as a republican to the united states house of representatives for the 87th congress and to three succeeding congresses, spanning from january 3, 1961 to january 3, 1969.",1
"He represented Maryland in the Continental Congress, and in the federal Congress as both the Representative and a U.S. Senator.",TSR,"he represented maryland in the continental congress, and in the federal congress as both the representative and a u.s. senator.",1
In 1937 he inherited his grandfather's seat on the New York Stock Exchange.,TSR,in 1937 he inherited his grandfather's seat on the new york stock exchange.,1
"He has also, at various times in his career, held positions with the American Bar Association, on the board of the RAND Corporation, at the Department of Defense, and as a legal advisor with the United States House of Representatives.",TSR,"he has also, at various times in his career, held positions with the american bar association, on the board of the rand corporation, at the department of defense, and as a legal advisor with the united states house of representatives.",1
"(1966), which co-starred then husband Richard Burton and the Supporting Actress Oscar-winner, Sandy Dennis.",TSR,"(1966), which co-starred then husband richard burton and the supporting actress oscar-winner, sandy dennis.",1
"He is in the Gaullist political family, currently a member of the UMP.",TSR,"he is in the gaullist political family, currently a member of the ump.",1
After he died the Koldewey Society was established to record and mark his architectural service.,TSR,after he died the koldewey society was established to record and mark his architectural service.,1
Hanks has been married to actress Rita Wilson since 1988.,TSR,hanks has been married to actress rita wilson since 1988.,1
"Bush accepted a contract that paid $2 million dollars in stock over five years to work for Grace Semiconductor Manufacturing Corp., a firm backed by Jiang Mianheng, the son of former Chinese President Jiang Zemin.",TSR,"bush accepted a contract that paid $2 million dollars in stock over five years to work for grace semiconductor manufacturing corp., a firm backed by jiang mianheng, the son of former chinese president jiang zemin.",1
"His interest in music came early on, possibly a result of his family's general interest in music.",TSR,"his interest in music came early on, possibly a result of his family's general interest in music.",1
"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.",TSR,"miguel ferrer (born february 7, 1955 in santa monica, california) is a puerto rican-american actor who is often cast in movies as a villain.",1
Libby started his government career in the State Department in 1981 under President Ronald Reagan.,TSR,libby started his government career in the state department in 1981 under president ronald reagan.,1
Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,TSR,some of the closest and most trusted advisors to bush in affairs of policy and politics are women.,1
"William Hindman (April 1, 1743 – January 19, 1822) was an American lawyer and statesman from Talbot County, Maryland.",TSR,"william hindman (april 1, 1743 – january 19, 1822) was an american lawyer and statesman from talbot county, maryland.",1
"Vasil Petrov Kolarov (July 16, 1877 - January 23, 1950) was a Bulgarian communist political leader.",TSR,"vasil petrov kolarov (july 16, 1877 - january 23, 1950) was a bulgarian communist political leader.",1
"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",TSR,"rosemary clooney was married three times, twice to josé ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor miguel ferrer, born in 1955, and gabriel ferrer, born 1956, who married debby boone, and once to dante depaolo (whom she married in 1997).",1
"Soon after, she enrolled at London's Central School of Speech and Drama, where she attended 18 months.",TSR,"soon after, she enrolled at london's central school of speech and drama, where she attended 18 months.",1
"Jonathan Aitken (born August 30, 1942) is a former Conservative minister, and convicted perjurer.",TSR,"jonathan aitken (born august 30, 1942) is a former conservative minister, and convicted perjurer.",1
"In 1999, the American Film Institute ranked Hepburn the greatest actress of all time.",TSR,"in 1999, the american film institute ranked hepburn the greatest actress of all time.",1
"Although she was christened Rose Marie Kennedy, she was commonly known as Rosemary.",TSR,"although she was christened rose marie kennedy, she was commonly known as rosemary.",1
"She attended Beverly Hills High School, but left to become an actress.",TSR,"she attended beverly hills high school, but left to become an actress.",1
"In 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a Bachelor of Arts course at Christ's College, University of Cambridge, which would qualify him to be a clergyman.",TSR,"in 1827, his father, unhappy that his younger son would not become a physician, enrolled him in a bachelor of arts course at christ's college, university of cambridge, which would qualify him to be a clergyman.",1
"Richard Bruce Cheney (born January 30, 1941), widely known as Dick Cheney, is an American politician and businessman affiliated with the U.S. Republican Party.",TSR,"richard bruce cheney (born january 30, 1941), widely known as dick cheney, is an american politician and businessman affiliated with the u.s. republican party.",1
He has been described as the archetype of the 'Renaissance man' and as a universal genius.,TSR,he has been described as the archetype of the 'renaissance man' and as a universal genius.,1
He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,he was a founding member of arbusto energy company and served as managing general partner of the texas rangers baseball team.,1
"Billy Andrade (born January 25, 1964 Bristol, Rhode Island) is an American golfer.",TSR,"billy andrade (born january 25, 1964 bristol, rhode island) is an american golfer.",1
"Aldous Leonard Huxley (July 26, 1894 – November 22, 1963) was a British writer who emigrated to the United States.",TSR,"aldous leonard huxley (july 26, 1894 – november 22, 1963) was a british writer who emigrated to the united states.",1
"Newton Cannon (May 22, 1781 - September 16, 1841) was Governor of the U.S. State of Tennessee from 1835 to 1839.",TSR,"newton cannon (may 22, 1781 - september 16, 1841) was governor of the u.s. state of tennessee from 1835 to 1839.",1
He later served as the Governor of Massachusetts.,TSR,he later served as the governor of massachusetts.,1
He had been the 25th Vice President before becoming President upon the assassination of President William McKinley.,TSR,he had been the 25th vice president before becoming president upon the assassination of president william mckinley.,1
"His long academic career included 37 years at the University of Wales, Swansea, between 1945 and 1982, and ten as vice-president of the University College of Wales, Aberystwyth.",TSR,"his long academic career included 37 years at the university of wales, swansea, between 1945 and 1982, and ten as vice-president of the university college of wales, aberystwyth.",1
He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,he was the founder and first president of the naval war college between 1884 and 1886.,1
He received his Ph.D. in Systematic theology from Boston University in 1955.,TSR,he received his ph.d. in systematic theology from boston university in 1955.,1
"After graduating from Michigan Agricultural College (now Michigan State), he attended law school at the University of Michigan in 1891 before launching his career as a journalist in 1892 with the Chicago News-Record, where he covered the Pullman Strike and Coxey's Army in 1893.",TSR,"after graduating from michigan agricultural college (now michigan state), he attended law school at the university of michigan in 1891 before launching his career as a journalist in 1892 with the chicago news-record, where he covered the pullman strike and coxey's army in 1893.",1
"They founded the town of Portsmouth, Rhode Island.",TSR,"they founded the town of portsmouth, rhode island.",1
"After his family returned to their home in New York, Roosevelt started intensive tutoring under Arthur Hamilton Cutler in preparation for the Harvard University entrance exam.",TSR,"after his family returned to their home in new york, roosevelt started intensive tutoring under arthur hamilton cutler in preparation for the harvard university entrance exam.",1
He was a founder of the American Arithmometer Company.,TSR,he was a founder of the american arithmometer company.,1
Benjamin Everett Jordan (8 September 1896 - 15 March 1974) was a Democratic U.S. senator from the state of North Carolina between 1958 and 1973.,TSR,benjamin everett jordan (8 september 1896 - 15 march 1974) was a democratic u.s. senator from the state of north carolina between 1958 and 1973.,1
"After graduating from Andover, an exclusive New England boarding school, Libby graduated from Yale University in 1972, where one of his professors was Paul Wolfowitz.",TSR,"after graduating from andover, an exclusive new england boarding school, libby graduated from yale university in 1972, where one of his professors was paul wolfowitz.",1
"As he once joked, he was the youngest ex-governor in the nation's history.",TSR,"as he once joked, he was the youngest ex-governor in the nation's history.",1
The sportsmanship Roosevelt showed in that fight was long remembered.,TSR,the sportsmanship roosevelt showed in that fight was long remembered.,1
"Roosevelt was distraught, writing in his diary, 'the light has gone out of my life forever'.",TSR,"roosevelt was distraught, writing in his diary, 'the light has gone out of my life forever'.",1
They gave her a new first name and cast her for small roles in two movies.,TSR,they gave her a new first name and cast her for small roles in two movies.,1
"He graduated in 1937 from the University of California, Berkeley with a degree in economics and philosophy, and earned a master's degree from the Harvard Graduate School of Business Administration in 1939.",TSR,"he graduated in 1937 from the university of california, berkeley with a degree in economics and philosophy, and earned a master's degree from the harvard graduate school of business administration in 1939.",1
She graduated from the University of Vermont in 1902 and went to teach at the Clarke School for the Deaf that autumn.,TSR,she graduated from the university of vermont in 1902 and went to teach at the clarke school for the deaf that autumn.,1
"In 1934, Banister joined the Federal Bureau of Investigation (FBI).",TSR,"in 1934, banister joined the federal bureau of investigation (fbi).",1
He studied law at Columbia University in New York City but his education was interrupted by service with the United States Navy in World War II during which he served with American amphibious forces in Europe and North Africa.,TSR,he studied law at columbia university in new york city but his education was interrupted by service with the united states navy in world war ii during which he served with american amphibious forces in europe and north africa.,1
"She underwent a lobotomy at the age of 23, after which she was incapacitated for the rest of her life.",TSR,"she underwent a lobotomy at the age of 23, after which she was incapacitated for the rest of her life.",1
"He attended Harvard Law School, but left before his final year to volunteer as a United States Navy flier.",TSR,"he attended harvard law school, but left before his final year to volunteer as a united states navy flier.",1
"After completing high school in 1965, Rodham enrolled at Wellesley College in Massachusetts where she became active in politics, serving, for a time, as President of the Wellesley College Chapter of the College Republicans.",TSR,"after completing high school in 1965, rodham enrolled at wellesley college in massachusetts where she became active in politics, serving, for a time, as president of the wellesley college chapter of the college republicans.",1
"Lisa Marie Presley (born February 1, 1968 in Memphis, Tennessee) is an American singer, daughter of the singer Elvis Presley and his wife Priscilla Beaulieu.",TSR,"lisa marie presley (born february 1, 1968 in memphis, tennessee) is an american singer, daughter of the singer elvis presley and his wife priscilla beaulieu.",1
"Anna Eleanor Roosevelt (October 11, 1884 – November 7, 1962) was an American human rights activist, statesman, journalist, educator, author, diplomat and as the wife of President of the United States Franklin D. Roosevelt, the longest serving First Lady of the United States from 1933-1945.",TSR,"anna eleanor roosevelt (october 11, 1884 – november 7, 1962) was an american human rights activist, statesman, journalist, educator, author, diplomat and as the wife of president of the united states franklin d. roosevelt, the longest serving first lady of the united states from 1933-1945.",1
"Coppola studied theatre at Hofstra University prior to studying film at UCLA and while there, he made numerous short films, including some soft core porn films.",TSR,"coppola studied theatre at hofstra university prior to studying film at ucla and while there, he made numerous short films, including some soft core porn films.",1
"James Douglas McKay (June 24, 1893 - July 22, 1959) born in Portland, Oregon, was a Republican from Oregon.",TSR,"james douglas mckay (june 24, 1893 - july 22, 1959) born in portland, oregon, was a republican from oregon.",1
"Presley married her first husband Danny Keough on October 3, 1988.",TSR,"presley married her first husband danny keough on october 3, 1988.",1
"He served as the Governor of California from January 2, 1939 until January 4, 1943, and was the only Democrat elected to that office between 1898 and 1954.",TSR,"he served as the governor of california from january 2, 1939 until january 4, 1943, and was the only democrat elected to that office between 1898 and 1954.",1
He served as an F-102 pilot until 1972.,TSR,he served as an f-102 pilot until 1972.,1
"Laurance Spelman Rockefeller (May 26, 1910 – July 11, 2004) was a financier, philanthropist, and conservationist.",TSR,"laurance spelman rockefeller (may 26, 1910 – july 11, 2004) was a financier, philanthropist, and conservationist.",1
"His father was a New York City philanthropist, merchant, and partner in the glass-importing firm Roosevelt and Son.",TSR,"his father was a new york city philanthropist, merchant, and partner in the glass-importing firm roosevelt and son.",1
She won an Emmy Award for Outstanding Lead Actress in 2005 for her role as the psychic Allison DuBois on NBC's Medium.,TSR,she won an emmy award for outstanding lead actress in 2005 for her role as the psychic allison dubois on nbc's medium.,1
"To her family and friends, she was known as Rosie.",TSR,"to her family and friends, she was known as rosie.",1
"Hanks is a Democrat and has supported many candidates, including Hilary Clinton, Diane Feinstein, Al Gore, and John Kerry.",TSR,"hanks is a democrat and has supported many candidates, including hilary clinton, diane feinstein, al gore, and john kerry.",1
"She taught at HB Studios, a well-known New York City acting school, starting in 1957, and married its co-founder, Herbert Berghof, on January 25, 1957.",TSR,"she taught at hb studios, a well-known new york city acting school, starting in 1957, and married its co-founder, herbert berghof, on january 25, 1957.",1
"Nicolas Cage (born January 7, 1964) is an American actor.",TSR,"nicolas cage (born january 7, 1964) is an american actor.",1
He has consulted for the defense contractor Northrop Grumman.,TSR,he has consulted for the defense contractor northrop grumman.,1
President Jimmy Carter appointed Rodham to the board of the Legal Services Corporation in 1978.,TSR,president jimmy carter appointed rodham to the board of the legal services corporation in 1978.,1
"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,"his grandfather, also named william seward burroughs, founded the burroughs adding machine company, which evolved into the burroughs corporation.",1
"Harken reported significant financial losses within a year of this sale, triggering allegations of insider trading.",TSR,"harken reported significant financial losses within a year of this sale, triggering allegations of insider trading.",1
He left active duty three years later with the rank of lieutenant colonel.,TSR,he left active duty three years later with the rank of lieutenant colonel.,1
"His third wife was Dolores Costello (1903-1979), an actress and model best known for her role as Dearest in the movie Little Lord Fauntleroy (1936); they married on November 24, 1928 and divorced in 1935.",TSR,"his third wife was dolores costello (1903-1979), an actress and model best known for her role as dearest in the movie little lord fauntleroy (1936); they married on november 24, 1928 and divorced in 1935.",1
"In 1825 Darwin went to Edinburgh University to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.",TSR,"in 1825 darwin went to edinburgh university to study medicine, but his revulsion at the brutality of surgery led him to neglect his medical studies.",1
"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,"in 1988 he was named minister of the environment, and in 1990 founded the green party g�n�ration ecologie.",1
"Barry played at the University of Miami in the early-mid 1960s, where he lead the NCAA in scoring.",TSR,"barry played at the university of miami in the early-mid 1960s, where he lead the ncaa in scoring.",1
"Joely Fisher (born October 29, 1967) is an American actress.",TSR,"joely fisher (born october 29, 1967) is an american actress.",1
"1944, Kathleen Kennedy, known to friends as ""Kick,"" married William Cavendish, Marquess of Hartington, a Protestant and the eldest son and heir of the 10th Duke of Devonshire.",TSR,"1944, kathleen kennedy, known to friends as ""kick,"" married william cavendish, marquess of hartington, a protestant and the eldest son and heir of the 10th duke of devonshire.",1
"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.",TSR,"while serving abroad, he met louisa catherine johnson, the daughter of an american merchant living abroad.",1
"Brice Lalonde (born February 10, 1946) is a former socialist and Green Party leader in France, who ran for President of France in 1981.",TSR,"brice lalonde (born february 10, 1946) is a former socialist and green party leader in france, who ran for president of france in 1981.",1
"In 1896, Baker joined the staff of McClure's, a pioneer muckraking magazine, and quickly rose to prominence along with Lincoln Steffens and Ida Tarbell.",TSR,"in 1896, baker joined the staff of mcclure's, a pioneer muckraking magazine, and quickly rose to prominence along with lincoln steffens and ida tarbell.",1
"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the Franciscan vow of poverty and celibacy.",TSR,"saint clare of assisi, born chiara offreduccio, (july 16, 1194 - august 11, 1253) was one of the first followers of francis of assisi and founded the order of poor ladies to organize the women who chose to take the franciscan vow of poverty and celibacy.",1
"In true Hepburn fashion, she demanded an outlandish $1,500 per week for film work (at the time she was earning between $80 and $100 per week).",TSR,"in true hepburn fashion, she demanded an outlandish $1,500 per week for film work (at the time she was earning between $80 and $100 per week).",1
"He enrolled at Harvard Medical School for one year, but withdrew following the death of his father in 1881.",TSR,"he enrolled at harvard medical school for one year, but withdrew following the death of his father in 1881.",1
"Fitzgerald was born in Boston, Massachusetts, the son of Irish immigrants.",TSR,"fitzgerald was born in boston, massachusetts, the son of irish immigrants.",1
"He lost re-election to Clinton in 1982, and he ran for the governorship again in 1986 but was again defeated by Clinton.",TSR,"he lost re-election to clinton in 1982, and he ran for the governorship again in 1986 but was again defeated by clinton.",1
"Finding law school tedious, however, Roosevelt found other diversions, including the completion of his first published book, The Naval War of 1812 (1882).",TSR,"finding law school tedious, however, roosevelt found other diversions, including the completion of his first published book, the naval war of 1812 (1882).",1
"In 1969, Rodham entered Yale Law School where she served on the Board of Editors of Yale Review of Law and Social Action and worked with underprivileged children at the Yale-New Haven Hospital.",TSR,"in 1969, rodham entered yale law school where she served on the board of editors of yale review of law and social action and worked with underprivileged children at the yale-new haven hospital.",1
"He arrived in Western Australia in October 1880 and immediately took up an appointment to the position of Colonial Secretary, and a nomination to the Western Australian Legislative Council.",TSR,"he arrived in western australia in october 1880 and immediately took up an appointment to the position of colonial secretary, and a nomination to the western australian legislative council.",1
"Kristen was a very talented musician and songwriter, and her superb bass playing was one reason for the success of Hole's 1994 album Live Through This.",TSR,"kristen was a very talented musician and songwriter, and her superb bass playing was one reason for the success of hole's 1994 album live through this.",1
"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.",TSR,"arnold alois schwarzenegger (born july 30, 1947 in thal, styria, austria) is an austrian-american actor, republican politician, and bodybuilder, currently serving as the 38th governor of california.",1
"On May 23, 1953, she married Robert Sargent Shriver, Jr., who was U.S. ambassador to France from 1968 to 1970, and was Democratic vice-presidential candidate in 1972.",TSR,"on may 23, 1953, she married robert sargent shriver, jr., who was u.s. ambassador to france from 1968 to 1970, and was democratic vice-presidential candidate in 1972.",1
"Maria Shriver married the actor Arnold Schwarzenegger on April 26, 1986.",TSR,"maria shriver married the actor arnold schwarzenegger on april 26, 1986.",1
"Despite leaving the band for an acting career, he still composes music for some films.",TSR,"despite leaving the band for an acting career, he still composes music for some films.",1
"John Snow was born in Toledo, Ohio, on August 2, 1939, and studied at Kenyon College and the University of Toledo, from where he graduated in 1962.",TSR,"john snow was born in toledo, ohio, on august 2, 1939, and studied at kenyon college and the university of toledo, from where he graduated in 1962.",1
"Elisha Archibald Manning III (born May 19, 1949) is an American former quarterback in professional American football.",TSR,"elisha archibald manning iii (born may 19, 1949) is an american former quarterback in professional american football.",1
"The Hepburn children, at their parents' encouragement, were unafraid of expressing frank views on various topics, including sex.",TSR,"the hepburn children, at their parents' encouragement, were unafraid of expressing frank views on various topics, including sex.",1
"In 1926, King started his ministerial degree at the Morehouse School of Religion.",TSR,"in 1926, king started his ministerial degree at the morehouse school of religion.",1
"Earling Carothers Garrison (November 20, 1921 - October 21, 1992) — who changed his first name to simply Jim in the early '60s — was District Attorney of New Orleans, Louisiana from 1962 to 1973; he is best known for his investigations into the assassination of President John F. Kennedy.",TSR,"earling carothers garrison (november 20, 1921 - october 21, 1992) — who changed his first name to simply jim in the early '60s — was district attorney of new orleans, louisiana from 1962 to 1973; he is best known for his investigations into the assassination of president john f. kennedy.",1
"Claude-Louis Navier (born Claude Louis Marie Henri Navier on February 10, 1785 in Dijon, died August 21, 1836 in Paris) was a French engineer and physicist.",TSR,"claude-louis navier (born claude louis marie henri navier on february 10, 1785 in dijon, died august 21, 1836 in paris) was a french engineer and physicist.",1
"In 1974, he founded Arista Records, naming it after his secondary school honor society.",TSR,"in 1974, he founded arista records, naming it after his secondary school honor society.",1
"Robert Brown (July 23, 1921 - November 11, 2003) was a British actor best known for his portrayal of M in the James Bond movies, succeeding Bernard Lee, who passed away in 1981.",TSR,"robert brown (july 23, 1921 - november 11, 2003) was a british actor best known for his portrayal of m in the james bond movies, succeeding bernard lee, who passed away in 1981.",1
He served in the United States Senate as a Republican from Minnesota.,TSR,he served in the united states senate as a republican from minnesota.,1
"In 1920, he was nominated Vice President under Warren G.Harding.",TSR,"in 1920, he was nominated vice president under warren g.harding.",1
"At seventeen he commenced regular medical studies at Charing Cross Hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.",TSR,"at seventeen he commenced regular medical studies at charing cross hospital, where he had obtained a scholarship, but was kicked out because he had gotten a numberous amount of newly hired nurses pregnant.",1
"At the age of 21, she married William Hutchinson.",TSR,"at the age of 21, she married william hutchinson.",1
"Bush is a Republican, and has Dick Cheney as his Vice President.",TSR,"bush is a republican, and has dick cheney as his vice president.",1
"Catherine of Braganza (25 November 1638 – 30 November 1705), or Catarina de Bragança was the queen consort of King Charles II of England.",TSR,"catherine of braganza (25 november 1638 – 30 november 1705), or catarina de bragança was the queen consort of king charles ii of england.",1
"Abraham Lincoln (February 12, 1809 – April 15, 1865), sometimes called Abe Lincoln and nicknamed Honest Abe, the Rail Splitter, and the Great Emancipator, was the 16th President of the United States (1861 to 1865), and the first president from the Republican Party.",TSR,"abraham lincoln (february 12, 1809 – april 15, 1865), sometimes called abe lincoln and nicknamed honest abe, the rail splitter, and the great emancipator, was the 16th president of the united states (1861 to 1865), and the first president from the republican party.",1
"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the 'Baldwin brothers', with brothers Daniel, Stephen and William.",TSR,"alexander rae baldwin iii (born april 3, 1958, in massapequa, long island, new york, usa) is an american actor who is the oldest and best known of the 'baldwin brothers', with brothers daniel, stephen and william.",1
He was educated in Carlanstown NS and in St. Patrick's Classical School in Navan.,TSR,he was educated in carlanstown ns and in st. patrick's classical school in navan.,1
"When Hepburn was young, she found her older brother, whom she idolized, hanging from the rafters by a rope, dead of an apparent suicide.",TSR,"when hepburn was young, she found her older brother, whom she idolized, hanging from the rafters by a rope, dead of an apparent suicide.",1
"John Alston Maxton, Baron Maxton (born May 5, 1936) was a Labour backbench Member of Parliament in the British House of Commons.",TSR,"john alston maxton, baron maxton (born may 5, 1936) was a labour backbench member of parliament in the british house of commons.",1
She studied acting at the Royal Academy of Dramatic Arts.,TSR,she studied acting at the royal academy of dramatic arts.,1
